p:1,3,2
p:2,5,3
p:3,5,3
p:4,5,4
p:5,5,4
p:6,3,5
p:7,7,6
p:8,7,7
p:9,7,9
p:10,11,12
p:11,3,12
p:12,5,13
p:13,7,13
p:14,7,14
p:15,3,15
p:16,5,15
p:17,7,16
p:18,11,17
p:19,11,17
p:20,9,17
