b:1,2.0
b:3,2.0
b:4,1.0
b:5,4.0
b:6,1.0
b:8,3.0
b:9,5.0
b:10,1.0
b:11,11.0
b:12,4.0
b:13,11.0
b:15,1.0
b:16,1.0
